r,g,b
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
252,254,255
252,254,255
254,253,255
254,253,255
255,254,255
253,255,255
249,254,253
247,253,252
245,254,251
239,253,247
220,242,230
187,213,199
155,187,170
143,180,160
148,189,168
155,196,175
156,197,176
154,195,174
158,197,175
159,201,176
161,203,178
162,207,180
161,207,178
156,204,175
157,206,174
157,207,175
157,207,175
156,206,174
155,205,173
156,206,174
158,208,176
158,211,178
157,212,179
153,209,174
150,205,172
150,205,172
150,207,174
151,208,175
152,206,176
150,204,174
153,208,175
152,209,176
154,212,177
149,212,173
143,206,167
135,203,162
133,201,160
129,200,157
127,197,156
112,182,141
100,170,129
95,165,124
94,164,123
95,167,125
94,167,127
90,166,125
91,169,128
82,162,119
80,160,117
82,161,118
92,169,125
93,168,124
95,166,123
91,162,119
102,171,126
93,160,115
86,151,106
113,178,133
145,214,171
142,213,170
133,200,155
111,176,131
92,155,111
75,138,94
62,127,82
66,129,85
67,122,77
60,115,70
61,120,75
67,125,77
72,126,79
70,121,77
76,126,86
67,110,77
108,144,120
219,245,229
238,252,241
250,254,249
255,253,253
255,250,252
255,253,255
250,249,251
251,253,254
252,254,255
255,254,254
255,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,254,255
255,255,255
253,255,255
253,255,255
253,253,253
255,255,255
253,255,255
253,255,255
252,252,252
254,254,254
253,254,255
248,249,253
250,252,252
254,255,253
255,255,255
255,255,255
254,254,254
251,253,253
250,254,255
250,255,255
244,251,254
246,253,255
248,251,255
249,251,252
249,251,252
253,255,255
247,251,252
243,255,255
199,224,226
213,238,242
242,250,255
228,249,251
184,242,237
179,243,237
204,247,244
218,253,249
217,255,254
213,253,251
218,255,255
219,253,253
232,255,255
219,253,252
188,255,250
151,243,238
131,241,241
147,240,241
209,253,252
239,253,252
248,253,255
250,250,255
236,233,242
250,252,255
235,250,252
211,243,242
180,231,227
210,255,255
234,252,255
250,252,255
245,248,253
251,250,252
254,247,244
237,228,225
254,251,253
249,250,254
250,252,253
250,254,255
250,255,255
241,253,253
236,255,255
225,247,245
236,253,249
244,255,251
243,255,250
240,255,253
224,250,255
223,252,255
225,255,255
216,255,255
179,243,247
152,235,237
160,255,255
110,235,233
73,237,236
71,234,236
115,237,237
177,254,251
212,243,234
240,251,241
239,255,248
240,254,252
244,254,254
250,255,255
249,254,255
247,252,253
245,252,255
195,200,203
251,252,255
244,245,249
246,251,254
242,251,254
236,246,246
244,252,255
245,247,255
227,227,255
196,195,239
228,237,255
205,231,243
226,253,249
234,247,239
246,250,244
246,253,250
245,251,250
250,254,249
253,254,250
255,252,255
255,250,255
254,253,255
250,255,255
239,253,252
216,240,238
200,239,231
218,252,245
244,252,251
246,244,244
252,253,251
250,253,251
238,240,240
250,253,255
242,244,255
218,219,233
189,190,204
244,246,255
246,249,254
251,254,255
249,254,253
252,255,253
253,255,254
253,254,250
251,251,245
215,215,203
204,201,186
250,255,239
234,254,242
231,255,247
231,255,245
239,255,247
249,255,249
253,254,250
254,255,253
252,255,253
253,255,254
253,255,254
255,254,255
255,255,255
252,255,253
254,255,251
255,255,251
255,255,251
255,254,253
255,254,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
1,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,255,253
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,254,255
254,253,255
251,252,255
252,254,255
251,255,255
249,255,254
244,253,250
237,251,245
218,237,228
174,198,186
144,176,159
149,186,166
159,201,178
153,199,176
150,198,172
152,203,176
158,206,180
154,202,176
155,204,176
157,206,178
155,207,177
154,207,174
151,206,173
150,206,171
149,205,170
149,208,170
151,209,174
150,209,171
148,207,169
146,205,167
147,206,168
148,207,169
147,208,170
145,208,168
145,208,169
146,209,170
146,209,170
143,208,169
147,209,173
150,212,176
143,206,167
134,199,160
125,193,152
119,188,145
112,183,140
107,179,136
100,175,129
94,169,123
93,168,124
89,164,120
91,166,122
94,169,125
95,167,125
95,169,127
94,170,128
89,165,123
88,166,125
88,168,125
93,172,129
90,169,126
93,170,126
92,167,123
95,167,124
91,162,119
86,155,110
99,166,121
123,188,143
142,207,162
146,215,172
135,204,161
121,188,143
98,163,118
89,152,108
71,134,90
61,126,81
62,125,81
62,119,74
56,111,66
65,125,77
70,128,80
70,123,79
79,126,87
79,123,87
76,117,86
177,208,187
234,254,241
245,255,248
253,255,254
255,255,255
255,252,254
255,254,255
251,251,251
254,253,255
254,254,254
255,254,254
255,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
253,255,255
253,255,255
253,255,255
253,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,254,254
255,255,255
255,255,255
253,253,253
255,255,255
255,255,255
255,255,254
255,255,254
255,254,255
255,254,255
255,254,255
253,255,255
251,255,255
251,255,255
253,255,255
252,254,255
251,255,255
251,255,254
253,255,246
252,255,245
250,255,254
246,251,252
250,255,253
248,251,249
253,250,252
255,254,255
253,254,252
251,255,254
247,255,254
237,250,252
217,237,242
236,255,255
242,247,250
249,249,249
254,252,251
252,253,249
239,245,240
243,252,249
243,253,253
245,254,255
245,248,255
242,254,255
222,255,250
210,252,245
209,246,244
203,242,240
216,255,255
198,255,255
158,243,245
162,243,246
211,255,255
214,255,255
165,237,237
143,239,239
132,243,245
145,238,239
208,255,252
230,247,244
244,251,254
247,250,255
244,243,252
250,253,255
238,249,247
239,255,253
231,255,255
226,250,255
236,247,255
195,203,216
242,249,252
248,255,252
250,253,251
251,252,250
253,250,252
255,254,255
253,252,254
249,254,255
240,252,254
229,253,253
209,253,252
196,241,238
225,252,248
234,254,249
236,254,253
236,254,253
237,254,255
231,246,249
238,253,255
236,255,255
220,254,254
207,251,250
208,255,255
186,253,250
148,242,241
143,237,236
189,253,253
220,255,255
245,253,252
244,253,250
219,253,246
214,252,246
230,251,249
244,254,254
249,254,255
241,247,252
225,240,249
225,237,247
244,248,253
247,250,248
229,238,225
187,198,182
235,243,236
247,253,252
248,248,254
247,246,255
248,249,255
235,247,255
223,251,252
220,253,249
228,253,249
238,255,254
234,246,248
242,248,253
250,255,255
248,250,250
253,253,253
255,254,255
254,252,255
248,250,251
241,249,242
238,252,241
229,249,244
238,255,255
247,252,255
252,251,255
255,254,255
249,252,250
246,253,248
245,253,252
236,237,251
188,188,206
180,180,196
239,241,251
253,254,255
252,254,255
252,254,255
251,253,254
249,253,254
250,253,251
251,251,239
213,212,192
194,190,166
206,223,202
189,250,240
163,243,238
178,246,239
204,253,245
240,255,251
252,253,249
253,255,255
250,254,255
251,255,255
251,255,255
253,254,255
251,253,254
247,253,248
253,255,249
255,255,247
255,255,244
255,255,248
255,254,250
255,253,253
255,254,255
252,254,255
252,254,255
253,255,255
253,255,255
255,255,254
255,255,254
255,255,254
255,255,255
255,255,255
255,254,255
255,255,255
255,255,255
0,0,0
1,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,253,255
254,253,255
254,253,255
254,253,255
254,254,254
254,254,254
254,255,253
254,255,251
254,255,251
254,255,251
254,255,253
254,254,254
254,253,255
254,253,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,255,253
254,255,253
254,255,253
255,255,254
254,254,254
253,253,253
255,254,255
254,253,255
255,253,253
255,255,255
255,255,255
255,254,254
255,252,255
255,251,255
252,249,251
253,255,255
245,254,251
234,249,241
230,250,238
188,214,200
151,183,164
149,187,165
159,201,176
152,200,172
157,208,180
146,200,170
150,207,176
147,204,173
151,206,173
149,204,171
149,204,171
153,208,175
151,208,175
147,205,170
148,206,171
153,212,174
154,213,175
149,211,171
152,213,175
154,216,176
152,212,172
152,212,172
152,212,172
146,209,167
149,213,171
140,206,164
136,202,160
134,203,160
133,202,159
134,203,160
132,203,160
127,198,155
124,195,152
117,189,146
110,182,139
107,180,134
99,172,126
98,173,127
96,171,125
93,168,122
90,168,121
87,165,118
83,161,114
84,162,115
89,164,120
87,164,120
85,162,118
86,163,119
86,162,120
83,162,119
83,159,117
88,164,122
93,169,127
85,161,119
80,154,112
87,159,116
100,169,126
123,190,145
138,203,158
142,207,162
142,207,162
129,194,149
111,176,131
99,162,118
84,147,103
69,132,88
61,124,80
66,129,85
59,118,73
55,112,67
68,126,78
71,128,83
70,123,80
80,127,89
73,114,82
96,128,103
198,221,206
243,255,246
244,251,246
253,255,255
254,254,254
254,254,254
254,254,254
254,255,253
254,254,254
254,255,253
255,254,253
255,254,253
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
253,255,255
253,255,255
253,255,255
253,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,254,254
255,255,255
255,255,255
255,255,255
253,253,253
253,255,255
252,254,254
253,255,254
255,255,252
255,255,254
255,254,255
255,253,255
255,253,255
253,255,255
251,255,255
250,255,255
251,255,255
250,255,255
243,255,255
244,255,252
253,255,247
253,255,246
249,254,253
247,252,253
242,247,245
249,252,250
255,254,255
254,250,255
252,254,254
248,255,252
239,250,248
240,255,255
222,244,249
223,243,248
239,248,251
249,254,253
255,255,254
248,252,247
247,254,251
248,255,255
246,253,255
240,249,253
244,255,255
233,252,255
222,255,255
212,253,248
222,253,254
215,248,251
208,253,255
165,236,239
133,243,247
132,237,240
196,250,251
213,252,254
188,249,251
156,235,238
148,237,241
176,252,251
217,255,252
240,255,251
243,251,251
250,253,255
250,253,255
235,239,240
243,248,246
246,254,253
240,252,254
238,249,255
237,246,255
206,215,228
239,245,255
245,251,255
246,253,255
245,253,253
251,255,255
246,250,251
248,253,254
246,255,255
238,255,255
211,242,243
184,234,232
209,255,255
225,249,247
235,255,254
219,254,255
208,246,248
224,252,253
234,255,255
239,255,255
230,250,251
230,255,254
229,255,255
231,255,255
227,255,255
206,255,253
206,255,253
230,255,255
241,255,254
249,249,249
246,254,253
204,242,236
191,233,226
231,253,248
243,255,254
241,253,255
222,240,247
154,180,197
218,243,255
239,250,255
248,254,249
220,227,206
184,191,170
230,235,226
246,252,247
251,252,248
252,255,251
246,251,249
241,254,252
230,255,255
213,247,247
199,237,239
211,246,250
215,237,248
187,202,211
236,245,249
248,255,255
243,254,252
243,255,255
241,253,255
239,252,254
200,212,200
237,247,234
241,251,245
246,254,254
249,253,255
252,252,255
252,251,253
251,253,253
246,252,247
250,255,255
244,245,255
243,243,255
243,243,255
251,253,255
249,251,251
253,255,254
255,255,255
252,254,255
251,254,255
241,243,243
246,247,237
251,251,233
230,230,206
226,254,234
150,234,229
133,237,236
149,238,235
193,254,250
239,255,254
253,254,250
253,255,255
253,255,255
253,255,255
253,255,255
253,252,254
254,254,254
252,255,250
243,244,234
232,229,215
255,254,241
255,255,248
255,253,248
255,255,255
255,254,255
253,254,255
253,255,255
253,255,255
253,255,255
255,255,254
255,255,254
255,255,254
255,255,255
255,254,255
255,254,255
255,255,255
255,255,255
0,0,0
1,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,253,255
254,253,255
254,253,255
254,254,254
254,254,254
254,255,253
254,255,251
254,255,251
254,255,251
254,255,253
254,254,254
254,253,255
254,253,255
254,253,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,255,253
254,255,253
254,255,253
255,255,254
255,255,255
253,253,253
253,252,254
255,254,255
255,255,255
255,254,254
254,252,252
255,254,254
255,253,255
255,252,254
250,250,250
250,255,252
237,252,244
200,223,209
163,192,176
150,185,165
156,198,173
158,206,178
153,203,173
146,199,166
149,206,173
151,212,176
150,210,176
149,211,175
145,206,170
147,208,172
147,208,172
143,204,166
138,199,163
139,202,163
146,207,169
151,214,174
152,214,174
148,211,171
150,212,172
148,210,170
139,202,160
136,199,157
139,199,158
135,198,156
128,195,150
119,186,141
114,183,138
116,185,140
114,186,140
113,185,139
110,183,137
106,179,133
104,177,131
104,177,131
102,175,129
101,174,128
93,166,120
93,166,120
93,166,120
94,167,121
91,166,120
95,170,124
96,171,125
94,169,123
93,168,124
91,166,122
92,167,123
94,169,125
96,171,127
94,169,125
91,165,123
90,164,122
87,161,119
81,155,113
88,162,120
109,181,139
128,197,154
146,212,170
152,217,172
141,206,161
125,188,144
110,173,129
103,166,122
99,162,118
78,141,97
65,128,84
61,124,80
66,127,83
58,117,72
55,114,69
67,125,77
69,126,81
70,123,80
78,127,89
73,111,81
121,150,127
219,238,223
246,255,249
249,254,252
253,255,255
254,254,254
254,254,254
252,254,254
252,255,253
254,255,253
254,255,253
255,254,253
255,254,253
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
255,255,255
255,255,255
252,254,254
249,251,251
251,255,255
249,254,253
251,255,254
253,255,252
255,255,254
255,253,255
255,253,255
255,253,255
253,255,255
251,255,255
250,255,255
246,254,254
239,253,252
230,252,250
233,254,251
250,255,254
255,255,255
251,252,255
246,246,252
213,215,216
225,227,228
248,247,251
248,249,253
251,255,255
248,253,254
237,248,246
242,255,253
241,255,255
237,252,254
238,253,255
240,254,253
237,250,248
245,254,255
242,247,255
241,249,255
235,252,255
221,245,251
228,255,255
213,254,255
173,241,240
187,251,251
223,252,255
231,253,255
143,185,197
139,214,223
122,239,242
123,233,233
193,247,248
228,255,255
223,255,255
199,240,242
207,252,255
207,246,248
231,250,247
247,255,253
250,255,255
246,252,251
247,252,250
237,242,240
209,214,213
238,243,244
245,254,255
242,254,255
221,233,235
238,247,255
189,189,219
165,163,193
239,245,255
226,238,240
213,233,234
235,255,255
236,251,254
238,255,255
226,249,251
224,255,255
206,246,244
218,253,249
240,254,252
233,254,255
197,255,255
158,232,234
178,238,238
208,255,255
215,251,251
224,255,255
210,251,246
217,255,254
220,243,245
233,252,255
233,255,255
232,253,254
242,255,255
238,246,246
248,253,252
245,255,253
222,252,247
218,249,242
240,253,245
223,235,229
225,250,252
192,227,240
112,157,184
179,221,244
228,251,255
246,255,249
247,249,230
189,187,169
207,207,201
235,239,234
237,244,231
190,200,187
244,253,250
239,253,252
228,249,251
199,234,238
189,237,249
185,237,253
141,182,204
184,214,231
228,245,248
239,253,251
230,255,254
219,255,255
211,255,255
212,253,255
232,255,246
247,255,247
247,255,248
249,255,254
244,250,255
246,250,255
253,252,254
242,240,240
254,253,255
241,242,246
186,187,191
251,252,255
250,246,251
251,251,251
251,255,252
248,255,249
253,255,254
250,252,253
250,253,255
247,250,254
247,252,251
244,251,244
248,255,242
198,234,222
146,234,234
138,243,246
154,237,239
199,253,253
241,255,255
254,252,251
255,254,255
255,254,255
254,252,252
255,255,254
255,255,254
255,255,251
255,252,244
221,219,208
203,200,186
231,227,216
250,247,239
255,252,248
255,255,255
254,253,255
249,250,254
253,255,255
253,255,255
253,255,255
255,255,254
255,255,254
255,255,255
255,255,255
255,254,255
255,254,255
255,255,255
255,255,255
0,0,0
1,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,254,254
254,254,254
254,253,255
254,253,255
254,254,254
254,254,254
254,255,253
254,255,253
254,255,253
254,255,253
254,254,254
254,253,255
254,253,255
254,253,255
254,253,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,254,254
255,255,255
255,255,255
255,255,255
254,253,255
254,253,255
254,254,254
252,252,252
253,254,252
255,255,254
254,255,253
252,255,253
249,255,251
230,245,237
196,216,204
172,199,183
155,190,170
157,199,174
161,206,179
152,202,172
154,207,174
157,215,180
144,205,169
145,208,169
147,211,175
145,210,171
143,206,167
140,203,164
132,195,156
122,185,145
119,182,143
128,194,153
143,206,166
144,210,169
142,205,165
135,201,159
134,198,156
128,192,150
118,182,140
113,177,135
114,177,133
111,176,131
108,174,132
98,167,124
95,164,121
96,165,122
94,165,122
94,165,122
96,167,124
97,168,125
99,170,127
94,165,122
92,163,120
98,169,126
88,159,116
95,166,123
97,166,123
94,163,120
96,165,122
94,163,120
92,161,118
93,162,119
94,163,120
92,161,118
94,163,120
99,168,125
94,163,120
97,166,123
94,162,121
91,159,118
100,168,127
115,183,142
127,195,154
134,202,161
142,211,168
143,212,169
139,206,161
125,192,147
110,175,130
101,166,121
101,164,120
97,160,116
72,135,91
61,124,80
64,125,81
65,126,82
57,116,71
59,118,73
67,125,77
68,125,80
71,124,81
77,126,88
71,109,79
150,179,156
235,254,239
246,255,249
251,255,254
252,254,254
254,253,255
254,254,254
252,254,254
252,254,254
254,255,253
254,255,253
255,254,254
255,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
253,255,255
253,255,255
249,254,253
249,254,253
250,255,255
249,255,254
249,255,254
251,255,254
255,255,255
255,254,255
255,253,255
255,255,255
253,255,255
251,255,255
247,255,254
244,255,253
237,253,252
213,240,237
230,254,252
240,248,248
252,253,255
252,250,255
249,247,255
254,251,255
248,247,251
253,252,255
253,252,254
248,252,253
246,251,252
245,253,252
246,255,254
245,255,254
238,255,255
223,255,255
212,255,255
200,244,251
207,240,255
197,210,248
184,190,231
177,193,216
211,237,249
212,247,251
201,249,250
174,241,244
179,237,242
232,255,255
227,243,250
213,247,255
187,247,255
136,233,237
146,246,246
183,253,253
207,255,255
220,254,254
229,255,255
236,255,255
239,255,254
245,253,252
249,254,252
247,252,251
250,254,255
247,252,251
252,254,254
251,251,251
250,252,253
248,255,255
242,252,252
246,255,255
241,249,255
216,216,246
198,197,229
237,245,255
219,238,241
195,229,229
216,250,250
187,206,209
236,255,255
230,255,255
204,240,240
210,255,254
216,255,251
240,254,252
234,255,255
192,248,253
161,234,238
159,226,223
199,255,255
194,255,255
181,244,242
178,238,232
202,250,244
222,247,249
238,250,254
240,249,253
247,254,255
248,253,254
243,249,248
243,249,248
239,252,250
235,255,254
231,254,246
215,223,212
219,228,218
232,255,255
191,230,239
179,224,245
190,233,252
220,255,255
229,252,244
250,254,242
249,247,237
203,202,204
177,185,185
234,251,242
220,240,228
244,255,252
245,254,255
239,252,254
225,250,254
208,251,255
139,188,202
168,209,232
210,240,255
229,246,249
229,251,249
197,245,247
176,245,248
148,235,239
166,246,245
209,255,251
229,255,249
237,249,251
236,239,253
207,210,238
233,237,255
242,248,255
241,250,254
244,250,255
242,246,251
247,252,251
250,251,249
255,253,254
255,253,252
247,252,243
246,254,243
254,255,250
251,254,252
249,254,255
246,255,255
235,253,254
235,255,253
238,255,248
209,252,243
145,237,238
141,243,248
169,246,249
209,255,255
240,254,253
255,255,255
255,253,255
255,253,255
255,253,254
255,255,254
255,254,250
255,255,250
255,255,248
242,237,228
188,184,173
245,243,233
255,255,250
254,253,249
255,255,255
255,254,255
253,254,255
251,253,254
253,255,255
253,255,255
255,255,254
255,255,254
255,255,255
255,255,255
255,254,255
255,254,255
255,255,255
255,255,255
0,0,0
1,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,251
254,255,251
254,255,253
254,254,254
254,253,255
254,253,255
254,254,254
254,254,254
254,254,254
254,255,253
254,254,254
254,254,254
254,253,255
254,253,255
254,253,255
254,253,255
254,253,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,255,253
254,255,253
254,254,254
254,254,254
252,252,252
255,255,255
254,253,255
253,253,253
254,254,254
251,254,252
252,255,253
250,255,251
246,255,249
242,255,245
225,242,231
193,216,202
157,186,170
156,192,170
165,207,182
160,208,179
156,208,178
152,207,174
151,209,174
147,208,170
147,210,171
145,211,170
139,206,167
129,197,156
121,188,149
112,180,139
107,175,134
106,174,133
113,181,140
128,196,155
135,203,162
129,198,155
126,192,150
117,186,143
113,179,137
109,175,133
103,169,127
101,167,125
99,166,121
96,163,118
92,161,118
91,160,117
92,161,118
94,163,120
91,162,119
90,161,118
92,163,120
94,165,122
94,163,120
97,166,123
99,168,125
95,161,119
105,171,129
98,164,122
99,163,121
100,164,122
98,162,120
99,163,121
96,160,118
93,157,115
95,159,117
97,161,119
94,158,116
90,154,112
97,161,119
104,170,128
114,177,137
120,186,145
131,197,156
139,205,164
144,210,169
147,213,172
142,211,168
128,197,154
116,183,138
106,173,128
100,165,120
101,166,121
101,164,120
88,151,107
68,131,87
62,125,81
66,127,83
64,125,81
54,113,68
63,122,77
65,123,75
70,125,80
73,127,84
77,126,88
72,113,82
172,201,178
241,255,245
245,255,248
251,255,254
251,253,253
254,253,255
254,253,255
252,254,254
252,254,254
254,255,253
254,255,253
255,254,254
255,254,254
254,254,254
